ICO_name,Sinonym1,Sinonym2,Sinonym3,Sinonym4,Sinonym5,Sinonym6
EGGS Datacenter,eggsdc.com,,,,,
EGold,egold.trade,,,,,
Egretia,egretia.io,egretia,,,Egretia,
EGYPT,egyptcryptocoin.com,,,,,
Ehab,ehab.co,,,,,
EHarvestHub,ehhico.com,,,,,
eHealth First,ehfirst.io,,,,,
EHO,tokensale.eho-tex.com,,,,,
Eidoo,eidoo.io,eidoo,,,Eidoo,
Eigencoin,eigencoin.co,,,,,
Einsteinium,emc2.foundation,emc2,,,,
EIPlatform,eiplatform.io,,,,,
EiraCube,eiracube.io,,,,,
EjaCoin,ejacoin.io,,,,,
EJOY,ejoy.world,,,,,
eKash,kash.email,,,,,
EkkBaz,ekkbaz.com,,,,,
Ekspa,ekspa.io,,,,,
ELAD,elad.network,,,,,
ELAMACHAIN,elamachain.io,,,,,
Elastic,xel.org,xel,,,,
Elastos,elastos.org,elastos,,,Elastos,
ELBYTE NETWORK,elbyte.network,,,,,
Elcoin,elcoin.space,,,,,
Electra,electraproject.org,electraproject,,,,
Electrify Asia,electrify.asia,electrifyasia,,,Electrify.Asia,
Electrominer,electrominer.io,,,,,
Electron World Money,ewm.network,,,,,
Electroneum,electroneum.com,electroneum,,,Electroneum,
Electronic Bill System (E-veksel),e-veksel.io,,,,,
Electronic PK Chain,epc.im,epc,,,,
Elementh,elementh.io,,,,,
Elementrem,elementrem.org,,,,,
Elements Estates,elementsestates.io,,,,,
Elepig,elepig.com,,,,,
Eleven01,eleven01.io,,,,,
Eli (Ian Balina`s code name),No data,,,,,
Elige.re,elige.re,,,,,
Eligma,eligma.com,eligma-token,eligma.io,eligma,Eligma Token,
Elite,elitecurrency.net,elitecurrency,,,,
Elite888,elite888.com,,,,,
EliteShipperToken,eliteshippertoken.org,,,,,
Elixir,elixirtoken.io,elixirtoken,,,,
Elixxir,elixxir.io,,,,,
Ellaism,ellaism.org,,,,,
Ellcrys,ellcrys.co,,,,,
Elliot Coin,elliotproject.org,elliotproject,,,,
Ellomiun,ellomiunbank.io,,,,,
ELocations,elocations.io,,,,,
Eloncity,eloncity.io,,,,,
Eloplay,ico.eloplay.com,,,,,
Elph,elph.com,,,,,
ELPIS,elpisinvestments.com,,,,,
Elrond Network,elrond.network,,,,,
ELTCOIN,eltcoin.tech,,,,,
ELYQD,elyqd.world,,,,,
Elysian,elycoin.io,elysian,,,Elysian,
Elysium,,,,,,
Emanate,emanate.live,,,,,
Emarat Coin,emaratcoin.com,emaratcoin,EmaratCoin,,EmaratCoin,
EMarketChain,emarketchain.co,,,,,
EmberCoin,embercoin.io,,,,,
Embermine,embermine.com,,,,,
Embers,,embers,,,,
Embleema,embleema.com,,,,,
Emerald Crypto,emeraldcrypto.de,emeraldcrypto,,,,
Emercoin,emercoin.com,,,,,
EMI Foundation,EMI,,,,,
Emiba,emiba.global,,,,,
Eminent,eminent.beepbeepnation.com,,,,,
Emiratecoin,emiratecoin.com,,,,,
EMMARES,emmares.io,,,,,
Emotiq,emotiq.ch,,,,,
Emphy,emphy.io,emphy,,,Emphy,
Empire Card,empirecard.network,,,,,
Empleos.io,empleos.io,,,,,
Empowr,secure.empowr.com,empowr-coin,,,,
empowr coin,empowr.com,empowr,,,,
Emrify Health Passport,emrify.com,,,,,
EMU Project,emuproject.org,,,,,
EMusic,token.emusic.com,,,,,
Emyron Coin,emyron.com,,,,,
Encrybit,encrybit.io,,,,,
Encrypgen,encrypgen.com,encrypgen,,,EncrypGen,
EncryptoTel,encryptotel.com,encryptotel,,,EncryptoTel [WAVES],
ENDO Protocol,tokensale.endo.im,,,,,
Endor,endor.com,endor-protocol,endor protocol,,Endor Protocol,
Endorsit,eds.ren,eds,,,,
Enecuum,enecuum.com,,,,,
Energi,energi.world,,Energi,,,
Energi Token,energitoken.com,energitoken,,,EnergiToken,
Energizium,energizium.com,,,,,
Energo,energolabs.com,energolabs,,,,
ENERGON,energoncryptocoin.com,,,,,
Energy Premier,tokensale.energypremier.com,,,,,
Energycoin,energycoin.eu,,,,,
ENET Network,enet.network,,,,,
Engagement Token,Engagement,engagementtoken.com,engagement-token,,Engagement Token,
EnGameChain,enchainedtech.com,,,,,
Engine,egcchain.com,egcchain,,,,
Engraved,engraved.tech,,,,,
Engrema,engremacoin.com,,,,,
Engyo,engyo.io,,,,,
Eniac Network,eniac.network,,,,,
Enigma,enigma.co,enigma-project,,,Enigma,
Enjin Coin,enjincoin.io,enjin-coin,,,Enjin Coin,
Enjoy Life,ico.enjoy-life.world,,,,,
Enkidu,enkidu.io,,,,,
EnKo,enkoproject.com,,,,,
Enkronos,ico.enkronos.com,,,,,
EnLedger,enledger.io,,,,,
Enlte,web.enlte.com,,,,,
ENS.BID,ens.bid,,,,,
ENTCash,entcash.com,,,,,
ENTRY,entry.money,,,,,
Enumbra,enumbra.org,,,,,
ENVIENTA,ico.envienta.com,,,,,
Envilope,tokensale.envilope.com,,,,,
Envion,envion.org,envion,,,Envion,
Envoy,envoytoken.io,,,,,
Enzed Share,enzedshare.io,,,,,
Enzym,enzym.io,,,,,
EO.Trade,eo.trade,,,,,
EON Protocol,eontoken.io,,,,,
EOS,eos.io,eos,,,EOS,
EOS AUCTION PLATFORM,eosauctionplatform.com,,,,,
eosBLACK,eosblack.io,,,,,
eosDAC,eosdac.io,,,,,
EOSex,eosex.com,,,,,
Ephelants360,ephelants360.io,,,,,
EpigenCare,epigencare.com,,,,,
EPIK Token,epiktoken.io,,,,,
EPLUS Coin,ep-coin.com,ep-coin,,,,
EPOCH,epoch-blockchain.io,,,,,
Epocum,epocum.com,,,,,
EPOS,epos-ico.io,,,,,
EPowChain Ecosystem,epowchain.com,,,,,
EPSILON,epsilonplatform.com,,,,,
EQI,eqitrade.com,,,,,
Equadex,equadex.io,,,,,
Equal,equaltoken.io,equaltoken,,,,
EQUI,equiglobal.com,,,,,
Equibit Group,equibitgroup.com,,,,,
EquiTrader,equitrader.co,,,,,
Equitybase,equitybase.co,,,,,
Eqwity,eqwity.io,,,,,
ERA,eranetwork.net,eranetwork,,,,
Era Swap Token,eraswaptoken.io,,,,,
Erachain,erachain.org,,,,,
ERC20,belance.io,belance,,,,
Ergo,ergoplatform.org,ergoplatform,,,,
Eristica,eristica.com,eristica,,,Eristica,
ERN,erntoken.com,,,,,
Eroiy,eroiy.io,,,,,
Eros,eros.vision,,,,,
Eroscoin,eroscoin.org,eroscoin,,,Eroscoin,
Erotix,erotix.io,,,,,
ERPCOIN,erpcoin.io,,,,,
Eryllium,eryllium.com,,,,,
EscapeToken,escapetoken.com,,,,,
Escroco,escroco.co,escoro,,,,
Escroco Emerald,,escroco-emerald,,,,
Escrowblock,escrowblock.net,,,,,
EscrowCoin,escrow-coin.com,escrow-coin,,,,
Eshalcoin,eshalcoin.com,,,,,
EsperanToken,esperantoken.com,,,,,
Espers,espers.io,,,,,
Esports,esports.com,,,,,
ESPORTS ECOSYSTEM,esportsecosystem.com,,,,,
Esports Token,esportschain.org,esportschain,,,,
Esprezzo,esprezzo.io,,,,,
ESR Wallet,esrwallet.io,,,,,
Essentia,essentia.one,essentia,,,Essentia,
Estate Coin,estatecoin.fund,,,,,
EstateX,estatex.net,,,,,
EtainPower,etainpower.io,,,,,
eTardis,etardis.com,,,,,
Etcetera,etcetera.ltd,,,,,
ETCH,etch.work,,,,,
Eterbank,eterbank.com,,,,,
ETERBASE,eterbase.com,,,,,
ETERNAL TOKEN,atom-solutions.jp,atom-solutions,,,,
Eternal Trusts,eternaltrusts.tech,,,,,
EternalNode,eternalnode.com,,,,,
Eternity,ent.eternity-group.org,ent,,,,
ETH Lottery,ethlottery.co,,,,,
ETH Travel,ethtravel.io,,,,,
ETHACE,ethace.co,,,,,
Ethbay,ethbay.co,,,,,
EthBet,ethbet.io,,,,,
Ethbits,ico.ethbits.com,ethbits,,,Ethbits,
EthBooks,ethbooks.net,,,,,
Etheal,etheal.com,,,,,
Ethearnal,ethearnal.com,,,,,
Etheera,etheera.com,etheera,,,Etheera,
Ether Design,etherdesign.io,,,,,
Ether Kingdoms Token,imps.me,imps,,,,
Ether Legends,etherlegends.io,,,,,
Ether Party,etherparty.com,etherparty,,,Etherparty,
Ether Universe,etu.link,,,,,
Ether Zero,etherzero.org,etherzero,,,,
EtherAce Speculation Platform,etherace.io,,,,,
Etheraffle,etheraffle.com,,,,,
EtherCom,ethercom.io,,,,,
EtherDelta Token,crowdsale.etherdelta.com,crowdsale,,,,
Etherecash,etherecash.io,etherecash,,,,
Ethereum,ethereum.org,ethereum,,,,
Ethereum Cash,ethereumcash.technology,ethereumcash,,,,
Ethereum Classic,ethereumclassic.github.io,ethereum-classic,,,,
Ethereum Dark,ethereumdark.net,ethereumdark,,,,
Ethereum Gold,ethereumgold.info,ethereumgold,,,,
Ethereum High,ethereumhigh.org,,,,,
Ethereum Lite,ethereumlite.org,ethereumlite,,,,
Ethereum Meta,ethermeta.com,,,,,
Ethereum Metal,ethereumetal.com,,,,,
Ethereum Movie Venture,emovieventure.com,,,,,
Ethereum Pink,ethereumpink.org,,,,,
Ethereum Slot Machine,eslots.io,,,,,
Ethereum Sweepstakes,ethereumsweepstakes.io,,,,,
Ethereum.link,ethereum.link,,,,,
EthereumCashPro,ethereumcashpro.com,,,,,
Etherex,iyfnzgb.com,,,,,
EtherFlyer,tcash.io,,,,,
EtherGem,egem.io,egem,,,,
Ethergo,ethergo.io,,,,,
EtherInc,einc.io,,,,,
Etherisc,etherisc.com,,,,,
Etheriya,etheriya.net,etheriya,,,Etheriya,
EtherJack,etherjack.io,,,,,
Ethernal Heroes,ethernalheroes.com,,,,,
Ethernet Cash,ethernet.cash,,,,,
ETHernitymining,ethernitymining.com,,,,,
Etheroll,etheroll.com,etheroll,,,Etheroll,
Ethersocial,ethersocial.network,,,,,
EtherSpin,etherspin.org,,,,,
EtherSport,ethersport.io,,,,,
EtherSportz,ethersportz.com,ethersportz,,,EtherSportz,
Etherty,ico.etherty.com,,,,,
EthicHub,ethichub.com,,,,,
ETHLend,ethlend.io,ethlend,,,ETHLend,
Ethoasis,ethoasis.io,,,,,
Ethorse,ethorse.com,ethorse,,,Ethorse,
Ethos (Bitquence),ethos.io,ethos,,,Ethos,
Ethx Coin,ethx.co,,,,,
EthXpert,ethxpert.io,,,,,
Eticket4,et4.io,,,,,
Etokenchain,etokenchain.io,,,,,
EUNO,euno.co,,,,,
EUNOMIA,ent.zone,eunomia,,,EUNOMIA,
Eurekatoken,eurekatoken.io,,,,,
Eurocoin,eurocoin-euc.com,eurocoin-euc,,,,
Eurocoinpay,eurocoinpay.io,,,,,
European Crypto Bank,europeancryptobank.io,,,,,
EuropeCoin,europecoin.eu.org,,,,,
EVA,eventboost.io,,,,,
EvaCoin,en.tokensale.evabonbons.com,,,,,
Evareium,evareium.io,,,,,
EVE Media Platform,everymediaplatform.io,,,,,
EVEN,evenfound.org,,,,,
EvenCoin,evencoin.io,,,,,
Eventa,eventaico.io,,,,,
EventChain,eventchain.io,eventchain,,,EventChain,
EventJoin,eventjoin.io,,,,,
EventRabbt,eventrabbt.com,,,,,
Everest,everest.org,,,,,
Everex,everex.io,everex,,,Everex,
EverGreenCoin,evergreencoin.org,,,,,
EverID,everid.net,,,,,
Everipedia,everipedia.org,,,,,
EveriToken,everitoken.io,,,,,
EverLife.AI,everlife.ai,,,,,
EverMarkets (EMX),emx.com,,,,,
Everus,everus.org,,,,,
EveryCoin,everycoin.io,,,,,
Evident Proof,ept.gi,,,,,
Evil Coin,evilcoin.xyz,evilcoin,,,,
Evimeria,evimeria.io,,,,,
Evitan,evitan.io,,,,,
EVO,partners.evo.live,,,,,
EvoChain,evochain.io,,,,,
EWA,ecowaterair.io,,,,,
EWaiter,ewaiter.io,,,,,
Exbitrade,exbitrade.com,,,,,
Excalibur OS,excaliburos.com,,,,,
Excaliburcoin,excaliburcoin.net,,,,,
Exceed IO,exceed-io.com,,,,,
EXCHAIN,exchain.co,,,,,
Exchange Union,exchangeunion.com,exchange-union,,,Exchange Union,
ExchangeN,exchangen.com,,,,,
ExclusiveCoin,exclusivecoin.pw,,,,,
Excoins Exchange,excoins.io,,,,,
Excolony,excolony.com,,,,,
Exdorado,exdorado.com,,,,,
Exenium,exenium.net,,,,,
EximChain,eximchain.com,eximchain,,,Eximchain,
ExMachinacoin,exmcoin.com,,,,,
EXMO Coin,EXMO,,,,,
EXMR MONERO,exmrfoundation.org,ethereum-monero,,,Ethereum Monero,
EXOCHAIN,exochain.com,,,,,
EXOCOIN,exo-coin.io,,,,,
Exodius,exodius.org,,,,,
Exolover,exolover.io,,,,,
Exosis,exosis.org,,,,,
EXotic,exoticcoin.io,,,,,
Expanse,expanse.tech,expanse,,,Expanse,
Expercoin,expercoin.com,,,,,
Experience Points,xpcoin.io,xpcoin,,,,
Experience Token,ext.earth,ext,,,,
Experimental,e11.io,,,,,
Experty,experty.io,experty,,,Experty,
ExploreCoin,explorecoin.io,,,,,
Explorio,explorio.com,,,,,
EXPORT.ONLINE,eng.export.online,,,,,
EXRNchain,exrnchain.com,,,,,
Exscudo,exscudo.com,,,,,
ExsulCoin,exsulcoin.com,,,,,
EXTAURI,extauri.com,,,,,
ExToke,extoke.com,,,,,
Extra Credit,extracredit.io,,,,,
Extrabit,extrabit.io,,,,,
Extradecoin,extradecoin.com,,,,,
Extralovers,extralovers.io,,,,,
Extreme Sportsbook,xsports.io,,,,,
EXXO,exxo.io,,,,,
Exxor,exxor.org,,,,,
EyeGlob.Net,eyeglob.net,,,,,
EZ Exchange,ezexchange.com,,,,,
EzCash,ezcash.io,,,,,
EZeeBUY,ezeebuy.ai,,,,,
EZMarket,ezmarket.io,,,,,
EZOOW,,ezoow,,,,
EZPOS (EZToken),eztoken.io,eztoken,ico.ezpos.io,,EZToken,
EZYcount,ezycount.ch,,,,,
Faba Invest,vc.fabainvest.com,,,,,
Fabric Token,fabrictoken.io,fabric-token,,,Fabric Token,
FaceCoin,facecoin.tech,,,,,
Faceter,tokensale.faceter.io,faceter,,,Faceter,
FACHAIN,fachain.co,,,,,
Factom,factom.org,,,,,
FactR,factrpay.io,,,,,
FAIMA,faima.ai,,,,,
Fair Diamond Mining,fairdiamondmining.com,,,,,
Fair Ninja,fairninja.com,,,,,
Fair.Game,fair.game,fairgame,,,FairGame,
FairCoin,fair-coin.org,fair-coin,,,,
Fairgrounds,fairgrounds.bet,,,,,
FairWin,fairwin.io,,,,,
Fameone,ico.fameone.com,,,,,
FamilyPoints,familypoints.io,,,,,
Fan Controlled Football League,fcfl.io,,,,,
Fan360,fan360.io,,,,,
FanChain,fanchain.com,,,,,
FanEspo,fanespo.com,,,,,
Fanex,fanex.io,,,,,
Fanfare,tokensale.fanfare.global,,,,,
FansTime,fanstime.org,,,,,
FansUnite,fansunite.io,,,,,
Fantasy Cash,fantasycash.io,fantasycash,,,,
FantasyGold,FantasyGold.io,,,,,
FANTOM,fantom.foundation,,,,,
Fantomcoin,fantomcoin.org,,,,,
FAPcoin,fapcoin.io,fapcoin,,,FAPcoin,
Farad,farad.energy,,,,,
Farasha,ico.farasha.care,,,,,
FARGOCASH,fargocash.io,,,,,
Fargocoin,fargocoin.org,,,,,
FARM,foodandresourcematrix.com,,,,,
Farm Token,thefarmtoken.com,,,,,
Farm2Kitchen,farm2kitchen.io,,,,,
FarmaTrust,farmatrust.io,farmatrust,,,FarmaTrust,
Farst Network,farstcoin.co,,,,,
Fast Access Blockchain,fabcoin.co,,,,,
Fast Invest,fastinvest.com,,,,,
FastBet,fastbet.io,,,,,
Fastcoin,fastcoin.ca,,,,,
Fastenser,fastenser.com,,,,,
Fatum,fatum-project.io,,,,,
Faustcoin,faustcoin.io,,,,,
Faxport,faxport.io,,,,,
FAYTHE.IO,FAYTHE,,,,,
FCoin Token,,fcoin-token,,,,
Feast Coin,feastcoin.io,,,,,
Feathercoin,feathercoin.com,,,,,
FedoraCoin,tipsco.in,tipsco,,,,
Feedchain,feedchain.io,,,,,
Feelium,feelium.co,,,,,
FemaleToken,femaletoken.org,,,,,
Feniks.Finance,feniks.finance,,,,,
FENIX.CASH,fenix.cash,,,,,
Feon,feon.io,,,,,
Fern,token.fern.network,,,,,
Ferron,ferron.io,,,,,
Ferrum Network,ferrumnet.org,,,,,
Festy,festy.ie,,,,,
Fetch AI,fetch.ai,,,,,
Fiancia Coin,fiancia.io,,,,,
FIC Network,ficnetwork.com,,,,,
Ficoin,ficoin.tech,,,,,
Fida,fida.io,,,,,
Fidcom,fidcom.net,,,,,
FidelityHouse,fidelityhouse.io,,,,,
Fidelium,fidelium.io,fidelium,,,Fidelium,
FidentiaX,fidentiax.com,fidentiax,,,FidentiaX,
Fidex,ico.fidex.market,,,,,
FIDUXA,fiduxa.com,,,,,
FIFA,fifachain.io,,,,,
Fiinu,fiinu.com,,,,,
Filecoin,filecoin.io,filecoin,,,Filecoin [Futures],
Filipcoin,filipcoin.com,,,,,
FILLIT,fillitcrowd.com,,,,,
Filmgrid,filmgrid.space,,,,,
Filotech,filotech.io,,,,,
Finamatrix,finamatrix.com,,,,,
FinanceX,ico.financex.io,,,,,
Find.Exchange,blockchain.find.exchange,,,,,
Findafixr,findafixr.com,,,,,
FineCoin,finecoin.io,,,,,
FingerPrint,fingerprintcoin.org,,,,,
Finix,finixcoin.org,,,,,
Finlocale,finlocale.io,,,,,
Finnoq,finnoq.com,,,,,
Finom,finom.io,,,,,
FinShi,finshi.capital,,,,,
FinTab,fintab.io,fintab,,,Fintab,
FintechFans,tokensale.fintechfans.com,,,,,
Fintechnics,fintechnics.com,,,,,
Finterra,finterra.org,,,,,
FintruX,fintrux.com,fintrux-network,,,FintruX Network,
FINX,finx-blockchain.com,,,,,
Fire Lotto,firelotto.io,fire-lotto,,,Fire Lotto,
FIRETOKEN,firetoken.io,,,,,
Firmo Network,firmo.network,,,,,
First Bitcoin Capital,,first-bitcoin-capital,,,,
First Crypto ETF,firstcryptoetf.com,,,,,
First Token Asia,firsttokenasia.com,,,,,
FirstBlood,firstblood.io,firstblood,,,FirstBlood,
FirstCoin,firstcoinproject.com,firstcoinproject,,,,
Fishcoin,fishcoin.co,,,,,
Fissacoin,fissacoin.com,,,,,
FIT Token,fittoken.co,,,,,
Fitrova,fitrova.com,,,,,
FitVitalik,fitvitalik.io,,,,,
FITX,fitx.one,,,,,
Fivebalance,fivebalance.com,fivebalance,,,Fivebalance,
FiveStarMiningNetwork,fivestarminingnetwork.com,,,,,
FIXY NETWORK,fixyapp.io,,,,,
Fizcal,fizcal.co,,,,,
Flashcoin,flashcoin.io,flash,,,Flash,
Flashmoni,flashmoni.io,,,,,
Flaxscript,flaxscript.org,,,,,
FLETA,fleta.io,,,,,
Flexion,flexiontoken.io,,,,,
FLiK,skyblockmediagroup.com,flik,,,FLiK,
FlipCoin,flipcoinsale.com,,,,,
FlipNpik,flipnpik.io,,,,,
Flipz,ico.flipz.io,,,,,
Flixxo,flixxo.com,flixxo,,,Flixxo,
FLO,flo.cash,,,,,
FLOATERIUM,floaterium.com,,,,,
FLOGmall,flogmall.com,mallcoin,,,Mallcoin,
FLORA FIC,florafic.io,,,,,
Flowfeed,flowfeed.com,,,,,
Fluence,fluence.one,,,,,
Fluke Coin,flukecoins.online,,,,,
Fluon,fluonecosystem.org,,,,,
FlutterCoin,fluttercoin.me,,,,,
FLUX,flux.fund,,,,,
FLUXORIN,fluxorin.io,,,,,
Fluzcoin,fluzcoin.io,,,,,
FluzFluz,fluzfluz.com,fluzfluz,fluz-fluz,ico.fluzfluz.com,Fluz Fluz,
FlyCARE,flycare.com,,,,,
Flying Money,flyingmoney.io,,,,,
Flypme,flyp.me,flypme,,,FlypMe,
FNKOS,foglink.io,foglink,,,,
FOAM Protocol,foam.space,,,,,
Fobscoin,fobscoin.com,,,,,
FOI,foichain.com,,,,,
FOIN,foin.io,,,,,
FoldingCoin,foldingcoin.net,,,,,
Foleum,foleum.io,,,,,
Folio Ninja,folio.ninja,,,,,
Folio.ninja,immersiveos.com,,,,,
Follex,follex.io,,,,,
Follow Coin,followcoin.io,,,,,
Follow Extension,followextension.com,,,,,
FolmCoin,folmcoin.com,,,,,
Fonder,fonder.com,,,,,
Fondocoin,fondo.network,,,,,
FONEEX,foneex.io,,,,,
FoodCoin,foodcoin.io,food,,,FoodCoin,
Foodimus,foodimus.com,,,,,
FoodNation,foodnation.io,,,,,
FOOOZ,foooz.com,,,,,
FOP Coin,fopcoin.com,,,,,
FORCE,forcenetwork.io,forcenetwork,,,,
Forecast,forecastico.co,,,,,
Forecast of gold placers,placer-geology.com,,,,,
Foreground,foreground.io,,,,,
Forest Coin,forestcoin.space,,,,,
Forest Foundation,forest.io,,,,,
Foresting,foresting.io,,,,,
Forever Has Fallen,foreverhasfallen.com,,,,,
ForgeCDN,forgecdn.io,,,,,
Forkcoin,forkcoin.io,,,,,
Formosa Financial,formosa.financial,formosa-financial,,,Formosa Financial,
Fornicoin,fornicoin.network,,,,,
FortFC,fortfc.com,,,,,
Fortitude Ranch,Fortitude,,,,,
FortKnoxster,ortknoxster.com,knoxstertoken,,,Knoxstertoken,
FORTUNA,fota.top,fortuna,,,Fortuna,
Fortunetoken,fortunetoken.io,,,,,
Forty Seven Bank,fortyseven.io,forty-seven-bank,,,Forty Seven Bank,
Fox Trading,foxtrading.io,fox-trading,,,Fox Trading,
FoxCasino,foxcsn.com,,,,,
Fr8 Network,fr8.network,,,,,
Fractal Token,Fractal,,,,,
Fragments,fragments.org,,,,,
Francs,francs.paris,,,,,
Frasindo,frasindo.com,,,,,
FREE Coin,,free-coin,,,,
Free Market Token,freemarkettoken.io,,,,,
FRee Start Coin,frscoin.com,,,,,
FreeCash,freeca.sh,,,,,
Freed,freedcoin.io,,,,,
Freedom Streaming,freedomstreaming.io,,,,,
FreelancerCoin,freelancercoin.io,,,,,
FReeStart,FRee Start Coin,,,,,
Freewatch,freewatch.io,,,,,
FreeZone,freezone.one,,,,,
Freicoin,freico.in,freico,,,,
FRELDO,ico.freldo.com,,,,,
FRESCO,fresco.work,,,,,
Freyrchain,freyrchain.org,,,,,
Friend,friendup.cloud,,,,,
FriendsFingers,friendsfingers.com,,,,,
Friendz,friendz.io,friends,,,Friendz,
Frink,frink.global,,,,,
Froshfeel,froshfeel.com,,,,,
FruoCoin,fruo.co,,,,,
Fry Egg,tokensale.fryegg.com,,,,,
FTCoin,ftcoin.io,,,,,
FTEC,ftec.io,,,,,
FTV Coin Deluxe,ftv.com,,,,,
FTW,ftwcoin.io,,,,,
FuckToken,fucktoken.io,,,,,
FUELDApp,fueldapp.io,,,,,
FujiCoin,fujicoin.org,,,,,
Fujinto,fujinto.io,fujinto,,,Fujinto,
Fund Platform,fundplatform.io,,,,,
Fund Yourself Now,fundyourselfnow.com,fundyourselfnow,,,,
Fundaria,fundaria.com,,,,,
FundCoin,finles.capital,,,,,
FundersToken,fstk.io,,,,,
FundFantasy,fundfantasy.com,fundtoken,,,FundToken,
FundOS,fos.ai,,,,,
FundRequest,fundrequest.io,fundrequest,,,FundRequest,
FunFair,funfair.io,funfair,,,FunFair,
Furt Coin,furtcoin.com,,,,,
Further Network,further.network,,,,,
Fusion,fusion.org,fusion,,,Fusion,
Futourist,futourist.io,,,,,
FUTURAX,futurax.global,,,,,
Future Coin Light,futurecoinlight.com,,,,,
Future1Coin,future1coin.com,future1coin,,,Future1coin,
FutureWorks Token,ftwtokens.io,,,,,
FuturoCoin,futurocoin.com,,,,,
FuzeX,fuzex.co,fuzex,,,FuzeX,
FuzzBalls,fyi-koerier.nl,fyi-koerier,,,,
Fxcoin,fxcoin.pro,,,,,
FXPay,fxpay.io,,,,,
Fxxx,fxxx.io,,,,,
Fynance,fynance.io,,,,,
Fyrus,fyrus.pro,,,,,
Fysical,fysical.org,,,,,
G-Global,gglobal.io,,,,,
Gabro,gabrotech.io,,,,,
Gadcoin,gadcoin.com.br,,,,,
Gagapay Network,Gagapay,,,,,
Gainer,gainercoin.com,gainercoin,,,,
Gainz Token,gainztoken.io,,,,,
Galactic Alliance Payments,galacticalliancepayments.net,,,,,
Galactikka,ico.galactikka.com,,,,,
Galactrum,galactrum.org,,,,,
Galaxy eSolutions,galaxy-esolutions.com,galaxy-esolutions,,,,
Galion.io,Galion,,,,,
Gallactic,gallactic.io,,,,,
Galleon Quest,galleonquest.io,,,,,
GAMB,gamb.io,,,,,
Gambit,gambitcrypto.com,gambitcrypto,,,,
GambleCoin,gamblecoin.fun,,,,,
Gamblica,gamblica.com,,,,,
Game Gold,gamegold.money,,,,,
Game Loot Network,gamelootnetwork.com,,,,,
Game Machine,gamemachine.io,,,,,
Game Protocol,gameprotocol.io,,,,,
Game Stars,gamestars.io,,,,,
Game.com,game.com,game,,,Game.com,
GAME.FUND,game.fund,,,,,
GameChain,gamechain.world,,,,,
GameChain System,blockchain.game,blockchain,,,,
GameCoin,gamecoin.global,,,,,
GameCredits,gamecredits.com,gamecredits,,,,
Gamedex,gamedex.co,,,,,
Gameflip,fliptoken.gameflip.com,flip,,,FLIP,
GamePlayerCoin,gameplayercoin.com,,,,,
GameReward,gamereward.io,,,,,
GameTester,gametester.co,,,,,
GameX,gamex.co.in,,,,,
Gamico,gamico.io,,,,,
Gaming Stars,gamingstars.io,,,,,
Gamity,gamity.io,,,,,
Gamo,gamo.io,,,,,
GANA,ganacoin.io,,,,,
Gapcoin,gapcoin.org,,,,,
GAPro,gapro.io,,,,,
Garlicoin,garlicoin.io,,,,,
Garnet,garnetcoin.com,,,,,
Garuda Energy,garuda.energy,,,,,
Gas Files,gasfiles.com,,,,,
GasCompressorCoin,gas-com.group,,,,,
Gastery,gastery.io,,,,,
GastroAdvisor,gastroadvisor.com,,,,,
GatCoin,gatcoin.io,gatcoin,,,Gatcoin,
Gath3r,gath3r.io,,,,,
Gaus,gaus.trade,,,,,
GAWOONI,gawooni.company,,,,,
GaxCoin,gaxcoin.com,,,,,
GazeCoin,gazecoin.io,gazecoin,,,GazeCoin,
GCA,gcalliance.io,,,,,
GCN Coin,gcn.zone,gcn,,,,
GCOX,gcox.com,,,,,
GDPR.Cash,gdpr.cash,,,,,
GEC,greenofekcoin.com,,,,,
GECKO Crypto1,geckotokensale.com,,,,,
Geeba,geeba.io,,,,,
Geek (Code),No data,,,,,
Geekzcode,geekzcode.com,,,,,
Geens,geens.com,,,,,
GeeqChain,geeq.io,,,,,
GeertCoin,,,,,,
Gelios,gelios.io,,,,,
GEMERA,gemera.io,,,,,
Gemini Dollar,,gemini-dollar,,,,
Gems,gems.org,gems-protocol,,,Gems,
Gemstra,gemstra.com,,,,,
Genaro Network,gnxtech.io,genaro-network,,,Genaro Network,
Genbby,genbby.com,,,,,
Gene Source Code Chain,gscchain.org,gene-source-code-chain,,,Gene Source Code Chain,
GenEOS,geneos.io,,,,,
Genesis,genesisfound.io,,,,,
Genesis Space,thegenesis.space,,,,,
Genesis Vision,genesis.vision,genesis-vision,,,Genesis Vision,
Genesis World,ico.genesis.world,,,,,
Genevieve VC,ocryptounion.io,,,,,
GENEXI,genexi.io,,,,,
Gentarium,gtmcoin.io,gtmcoin,,,,
Genuine Fashion,genuinefashiontoken.com,,,,,
GeoCoin,geocoin.cash,,,,,
GeoFounders,geofounders.com,,,,,
Geomanna,geomanna.com,,,,,
Geon,geon.network,,,,,
Germoney,germoney.cc,,,,,
Gese,gese.io,,,,,
Get Achieve,ico.getachieve.app,,,,,
Get Do It,getdoit.io,,,,,
GET Protocol,guts.tickets,,,,,
GetFIFO,getfifo.io,,,,,
Getseeds,getseeds.ca,,,,,
GeyserCoin,geysercoin.com,,,,,
GFC,greekfoodcorridors.com,,,,,
GGPro,ggpro.io,,,,,
GGRocket,ggrocket.io,,,,,
GGX,ggxproject.com,,,,,
